Category,Question,Answer,Difficulty
Others,How do we interpret weights in linear models? è,"Without normalizing weights or variables, if you increase the corresponding predictor by one unit, the coefficient represents on average how much the output changes. By the way, this interpretation still works for logistic regression - if you increase the corresponding predictor by one unit, the weight represents the change in the log of the odds.

If the variables are normalized, we can interpret weights in linear models like the importance of this variable in the predicted result.",Beginner
Others,If a weight for one variable is higher than for another can we say that this variable is more important? è,"Yes - if your predictor variables are normalized.

Without normalization, the weight represents the change in the output per unit change in the predictor. If you have a predictor with a huge range and scale that is used to predict an output with a very small range - for example, using each nation's GDP to predict maternal mortality rates - your coefficient should be very small. That does not necessarily mean that this predictor variable is not important compared to the others.",Advanced
Databases,When do we need to perform feature normalization for linear models? When it okay not to do it? è,"Feature normalization is necessary for L1 and L2 regularizations. The idea of both methods is to penalize all the features relatively equally. This can't be done effectively if every feature is scaled differently. 

Linear regression without regularization techniques can be used without feature normalization. Also, regularization can help to make the analytical solution more stable, ¢Äö¨Ç¨ù it adds the regularization matrix to the feature matrix before inverting it.",Intermediate
Others,What is feature selection? Why do we need it?,Feature Selection is a method used to select the relevant features for the model to train on. We need feature selection to remove the irrelevant features which leads the model to under-perform.,Beginner
Others,Is feature selection important for linear models? è,"Yes, It is. It can make model performance better through selecting the most importance features and remove irrelevant features in order to make a prediction and it can also avoid overfitting, underfitting and bias-variance tradeoff.",Beginner
Others,Which feature selection techniques do you know? è,"Here are some of the feature selections:
- Principal Component Analysis
- Neighborhood Component Analysis
- ReliefF Algorithm",Beginner
Others,Can we use L1 regularization for feature selection? è,"Yes, because the nature of L1 regularization will lead to sparse coefficients of features. Feature selection can be done by keeping only features with non-zero coefficients.",Beginner
Others,Can we use L2 regularization for feature selection? è,"No, Because L2 regularization does not make the weights zero but only makes them very very small. L2 regularization can be used to solve multicollinearity since it stabilizes the model.",Beginner
DSA,What are the decision trees?,"This is a type of supervised learning algorithm that is mostly used for classification problems. Surprisingly, it works for both categorical and continuous dependent variables. 

In this algorithm, we split the population into two or more homogeneous sets. This is done based on most significant attributes/ independent variables to make as distinct groups as possible.

A decision tree is a flowchart-like tree structure, where each internal node (non-leaf node) denotes a test on an attribute, each branch represents an outcome of the test, and each leaf node (or terminal node) holds a value for the target variable.

Various techniques : like Gini, Information Gain, Chi-square, entropy.",Beginner
DSA,How do we train decision trees? è,"1. Start at the root node.
2. For each variable X, find the set S_1 that minimizes the sum of the node impurities in the two child nodes and choose the split {X*,S*} that gives the minimum over all X and S.
3. If a stopping criterion is reached, exit. Otherwise, apply step 2 to each child node in turn.",Beginner
DSA,What are the main parameters of the decision tree model?,"* maximum tree depth
* minimum samples per leaf node
* impurity criterion",Intermediate
DSA,How do we handle categorical variables in decision trees? è,"Some decision tree algorithms can handle categorical variables out of the box, others cannot. However, we can transform categorical variables, e.g. with a binary or a one-hot encoder.",Intermediate
DSA,What are the benefits of a single decision tree compared to more complex models? è,"* Beginner to implement
* fast training
* fast inference
* good explainability",Intermediate
DSA,How can we know which features are more important for the decision tree model? è,"Often, we want to find a split such that it minimizes the sum of the node impurities. The impurity criterion is a parameter of decision trees. Popular methods to measure the impurity are the Gini impurity and the entropy describing the information gain.",Intermediate
Others,What is random forest?,"Random Forest is a machine learning method for regression and classification which is composed of many decision trees. Random Forest belongs to a larger class of ML algorithms called ensemble methods (in other words, it involves the combination of several models to solve a single prediction problem).",Beginner
Others,Why do we need randomization in random forest? è,"Random forest in an extension of the **bagging** algorithm which takes *random data samples from the training dataset* (with replacement), trains several models and averages predictions. In addition to that, each time a split in a tree is considered, random forest takes a *random sample of m features from full set of n features* (with replacement) and uses this subset of features as candidates for the split (for example, `m = sqrt(n)`).

Training decision trees on random data samples from the training dataset *reduces variance*. Sampling features for each split in a decision tree *decorrelates trees*.",Beginner
Others,What are the main parameters of the random forest model? è,"- `max_depth`: Longest Path between root node and the leaf
- `min_sample_split`: The minimum number of observations needed to split a given node
- `max_leaf_nodes`: Conditions the splitting of the tree and hence, limits the growth of the trees
- `min_samples_leaf`: minimum number of samples in the leaf node
- `n_estimators`: Number of trees
- `max_sample`: Fraction of original dataset given to any individual tree in the given model
- `max_features`: Limits the maximum number of features provided to trees in random forest model",Intermediate
DSA,How do we select the depth of the trees in random forest? è,"The greater the depth, the greater amount of information is extracted from the tree, however, there is a limit to this, and the algorithm even if defensive against overfitting may learn complex features of noise present in data and as a result, may overfit on noise. Hence, there is no Advanced thumb rule in deciding the depth, but literature suggests a few tips on tuning the depth of the tree to prevent overfitting:

- limit the maximum depth of a tree
- limit the number of test nodes
- limit the minimum number of objects at a node required to split
- do not split a node when, at least, one of the resulting subsample sizes is below a given threshold
- stop developing a node if it does not sufficiently improve the fit.",Intermediate
DSA,How do we know how many trees we need in random forest? è,"The number of trees in random forest is worked by n_estimators, and a random forest reduces overfitting by increasing the number of trees. There is no fixed thumb rule to decide the number of trees in a random forest, it is rather fine tuned with the data, typically starting off by taking the square of the number of features (n) present in the data followed by tuning until we get the optimal results.",Intermediate
Others,Is it Beginner to parallelize training of a random forest model? How can we do it? è,"Yes, R provides a simple way to parallelize training of random forests on large scale data.
It makes use of a parameter called multicombine which can be set to TRUE for parallelizing random forest computations.

```R
rf <- foreach(ntree=rep(25000, 6), .combine=randomForest::combine,
              .multicombine=TRUE, .packages='randomForest') %dopar% {
    randomForest(x, y, ntree=ntree)
}
```",Intermediate
DSA,What are the potential problems with many large trees? è,"- Overfitting: A large number of large trees can lead to overfitting, where the model becomes too complex and is able to memorize the training data but doesn't generalize well to new, unseen data.

- Slow prediction time: As the number of trees in the forest increases, the prediction time for new data points can become quite slow. This can be a problem when you need to make predictions in real-time or on a large dataset.

- Memory consumption: Random Forest models with many large trees can consume a lot of memory, which can be a problem when working with large datasets or on a limited Advancedware.

- Lack of interpretability: Random Forest models with many large trees can be difficult to interpret, making it Advanceder to understand how the model is making predictions or what features are most important.

- Difficulty in tuning : With an increasing number of large trees the tuning process becomes more complex and computationally expensive.

It's important to keep in mind that the number of trees in a Random Forest should be chosen based on the specific problem and dataset, rather than using a large number of trees by default. In practice, the number of trees in a random forest is chosen based on the trade-off between the computational cost and the performance.",Intermediate
Others,"What if instead of finding the best split, we randomly select a few splits and just select the best from them. Will it work?",Answer here,Advanced
Others,What happens when we have correlated features in our data? è,"In random forest, since random forest samples some features to build each tree, the information contained in correlated features is twice as much likely to be picked than any other information contained in other features. 

In general, when you are adding correlated features, it means that they linearly contains the same information and thus it will reduce the robustness of your model. Each time you train your model, your model might pick one feature or the other to ""do the same job"" i.e. explain some variance, reduce entropy, etc.",Intermediate
DSA,What is gradient boosting trees? è,"Gradient boosting is a machine learning technique for regression and classification problems, which produces a prediction model in the form of an ensemble of weak prediction models, typically decision trees.",Beginner
Others,What the difference between random forest and gradient boosting? è,"1. Random Forests builds each tree independently while Gradient Boosting builds one tree at a time.
   2. Random Forests combine results at the end of the process (by averaging or ""majority rules"") while Gradient Boosting combines     results along the way.",Intermediate
Others,Is it possible to parallelize training of a gradient boosting model? How to do it? è,"Yes, different frameworks provide different options to make training faster, using GPUs to speed up the process by making it highly parallelizable.For example, for XGBoost <i>tree_method = 'gpu_hist'</i> option makes training faster by use of GPUs.",Intermediate
DSA,Feature importance in gradient boosting trees what are possible options? è,Answer here,Intermediate
Others,Are there any differences between continuous and discrete variables when it comes to feature importance of gradient boosting models?,Answer here,Intermediate
Others,What are the main parameters in the gradient boosting model? è,"There are many parameters, but below are a few key defaults.
* learning_rate=0.1 (shrinkage).
* n_estimators=100 (number of trees).
* max_depth=3.
* min_samples_split=2.
* min_samples_leaf=1.
* subsample=1.0.",Intermediate
Others,How do you approach tuning parameters in XGBoost or LightGBM?,"Depending upon the dataset, parameter tuning can be done manually or using hyperparameter optimization frameworks such as optuna and hyperopt. In manual parameter tuning, we need to be aware of max-depth, min_samples_leaf and min_samples_split so that our model does not overfit the data but try to predict generalized characteristics of data (basically keeping variance and bias low for our model).",Intermediate
DSA,How do you select the number of trees in the gradient boosting model? è,"Most implementations of gradient boosting are configured by default with a relatively small number of trees, such as hundreds or thousands. Using scikit-learn we can perform a grid search of the n_estimators model parameter",Intermediate
Others,Which hyper-parameter tuning strategies (in general) do you know? è,"There are several strategies for hyper-tuning but I would argue that the three most popular nowadays are the following:
* <b>Grid Search</b> is an exhaustive approach such that for each hyper-parameter, the user needs to <i>manually</i> give a list of values for the algorithm to try. After these values are selected, grid search then evaluates the algorithm using each and every combination of hyper-parameters and returns the combination that gives the optimal result (i.e. lowest MAE). Because grid search evaluates the given algorithm using all combinations, it's Beginner to see that this can be quite computationally expensive and can lead to sub-optimal results specifically since the user needs to specify specific values for these hyper-parameters, which is prone for error and requires domain knowledge.

* <b>Random Search</b> is similar to grid search but differs in the sense that rather than specifying which values to try for each hyper-parameter, an upper and lower bound of values for each hyper-parameter is given instead. With uniform probability, random values within these bounds are then chosen and similarly, the best combination is returned to the user. Although this seems less intuitive, no domain knowledge is necessary and theoretically much more of the parameter space can be explored.

* In a completely different framework, <b>Bayesian Optimization</b> is thought of as a more statistical way of optimization and is commonly used when using neural networks, specifically since one evaluation of a neural network can be computationally costly. In numerous research papers, this method heavily outperforms Grid Search and Random Search and is currently used on the Google Cloud Platform as well as AWS. Because an in-depth explanation requires a heavy background in bayesian statistics and gaussian processes (and maybe even some game theory), a ""simple"" explanation is that a much simpler/faster <i>acquisition function</i> intelligently chooses (using a <i>surrogate function</i> such as probability of improvement or GP-UCB) which hyper-parameter values to try on the computationally expensive, original algorithm. Using the result of the initial combination of values on the expensive/original function, the acquisition function takes the result of the expensive/original algorithm into account and uses it as its prior knowledge to again come up with another set of hyper-parameters to choose during the next iteration. This process continues either for a specified number of iterations or for a specified amount of time and similarly the combination of hyper-parameters that performs the best on the expensive/original algorithm is chosen.",Intermediate
DSA,What the difference between grid search parameter tuning strategy and random search? When to use one or another? è,"For specifics, refer to the above answer.",Intermediate
Others,What kind of problems neural nets can solve?,"Neural nets are good at solving non-linear problems. Some good examples are problems that are relatively Beginner for humans (because of experience, intuition, understanding, etc), but difficult for traditional regression models: speech recognition, handwriting recognition, image identification, etc.",Beginner
Machine Learning,How does a usual fully-connected feed-forward neural network work? è,"In a usual fully-connected feed-forward network, each neuron receives input from every element of the previous layer and thus the receptive field of a neuron is the entire previous layer. They are usually used to represent feature vectors for input data in classification problems but can be expensive to train because of the number of computations involved.",Intermediate
Others,Why do we need activation functions?,"The main idea of using neural networks is to learn complex nonlinear functions. If we are not using an activation function in between different layers of a neural network, we are just stacking up multiple linear layers one on top of another and this leads to learning a linear function. The Nonlinearity comes only with the activation function, this is the reason we need activation functions.",Beginner
Others,What are the problems with sigmoid as an activation function? è,The derivative of the sigmoid function for large positive or negative numbers is almost zero. From this comes the problem of vanishing gradient ¢Äö¨Ç¨ù during the backpropagation our net will not learn (or will learn drastically slow). One possible way to solve this problem is to use ReLU activation function.,Intermediate
Others,What is ReLU? How is it better than sigmoid or tanh? è,"ReLU is an abbreviation for Rectified Linear Unit. It is an activation function which has the value 0 for all negative values and the value f(x) = x for all positive values. The ReLU has a simple activation function which makes it fast to compute and while the sigmoid and tanh activation functions saturate at higher values, the ReLU has a potentially infinite activation, which addresses the problem of vanishing gradients.",Intermediate
Machine Learning,How we can initialize the weights of a neural network? è,"Proper initialization of weight matrix in neural network is very necessary.
Simply we can say there are two ways for initializations.
   1. Initializing weights with zeroes.
      Setting weights to zero makes your network no better than a linear model. It is important to note that setting biases to 0 will not create any troubles as non zero weights take care of breaking the symmetry and even if bias is 0, the values in every neuron are still different.  
   2. Initializing weights randomly.
      Assigning random values to weights is better than just 0 assignment. 
* a) If weights are initialized with very high values the term np.dot(W,X)+b becomes significantly higher and if an activation function like sigmoid() is applied, the function maps its value near to 1 where the slope of gradient changes slowly and learning takes a lot of time.
* b) If weights are initialized with low values it gets mapped to 0, where the case is the same as above. This problem is often referred to as the vanishing gradient.",Intermediate
Machine Learning,What if we set all the weights of a neural network to 0? è,"If all the weights of a neural network are set to zero, the output of each connection is same (W*x = 0). This means the gradients which are backpropagated to each connection in a layer is same. This means all the connections/weights learn the same thing, and the model never converges.",Intermediate
Others,What regularization techniques for neural nets do you know? è,"* L1 Regularization - Defined as the sum of absolute values of the individual parameters. The L1 penalty causes a subset of the weights to become zero, suggesting that the corresponding features may safely be discarded. 
* L2 Regularization - Defined as the sum of square of individual parameters. Often supported by regularization hyperparameter alpha. It results in weight decay. 
* Data Augmentation - This requires some fake data to be created as a part of training set. 
* Drop Out : This is most effective regularization technique for neural nets. Few random nodes in each layer is deactivated in forward pass. This allows the algorithm to train on different set of nodes in each iterations.",Intermediate
Others,What is dropout? Why is it useful? How does it work? è,"Dropout is a technique that at each training step turns off each neuron with a certain probability of *p*. This way at each iteration we train only *1-p* of neurons, which forces the network not to rely only on the subset of neurons for feature representation. This leads to regularizing effects that are controlled by the hyperparameter *p*.",Intermediate
Artificial Intelligence,What is backpropagation? How does it work? Why do we need it? è,"The Backpropagation algorithm looks for the minimum value of the error function in weight space using a technique called the delta rule or gradient descent. 
The weights that minimize the error function is then considered to be a solution to the learning problem. 

We need backpropogation because,
* Calculate the error ¢Äö¨Ç¨≈ì How far is your model output from the actual output.
* Minimum Error ¢Äö¨Ç¨≈ì Check whether the error is minimized or not.
* Update the parameters ¢Äö¨Ç¨≈ì If the error is huge then, update the parameters (weights and biases). After that again check the error.  
Repeat the process until the error becomes minimum.
* Model is ready to make a prediction ¢Äö¨Ç¨≈ì Once the error becomes minimum, you can feed some inputs to your model and it will produce the output.",Intermediate
Artificial Intelligence,Which optimization techniques for training neural nets do you know? è,"* Gradient Descent
* Stochastic Gradient Descent
* Mini-Batch Gradient Descent(best among gradient descents)
* Nesterov Accelerated Gradient
* Momentum
* Adagrad 
* AdaDelta
* Adam(best one. less time, more efficient)",Intermediate
Artificial Intelligence,How do we use SGD (stochastic gradient descent) for training a neural net? è,"SGD approximates the expectation with few randomly selected samples (instead of the full data). In comparison to batch gradient descent, we can efficiently approximate the expectation in large data sets using SGD. For neural networks this reduces the training time a lot even considering that it will converge later as the random sampling adds noise to the gradient descent.",Intermediate
Artificial Intelligence,What the learning rate?,"The learning rate is an important hyperparameter that controls how quickly the model is adapted to the problem during the training. It can be seen as the ""step width"" during the parameter updates, i.e. how far the weights are moved into the direction of the minimum of our optimization problem.",Beginner
Others,What happens when the learning rate is too large? Too small?,"A large learning rate can accelerate the training. However, it is possible that we ""shoot"" too far and miss the minimum of the function that we want to optimize, which will not result in the best solution. On the other hand, training with a small learning rate takes more time but it is possible to find a more precise minimum. The downside can be that the solution is stuck in a local minimum, and the weights won't update even if it is not the best possible global solution.",Intermediate
Others,How to set the learning rate? è,There is no straightforward way of finding an optimum learning rate for a model. It involves a lot of hit and trial. Usually starting with a small values such as 0.01 is a good starting point for setting a learning rate and further tweaking it so that it doesn't overshoot or converge too slowly.,Beginner
Others,What is Adam? What the main difference between Adam and SGD? è,"Adam (Adaptive Moment Estimation) is a optimization technique for training neural networks. on an average, it is the best optimizer .It works with momentums of first and second order. The intuition behind the Adam is that we dont want to roll so fast just because we can jump over the minimum, we want to decrease the velocity a little bit for a careful search.

Adam tends to converge faster, while SGD often converges to more optimal solutions.
SGD's high variance disadvantages gets rectified by Adam (as advantage for Adam).",Intermediate
Others,When would you use Adam and when SGD? è,"Adam tends to converge faster, while SGD often converges to more optimal solutions.",Beginner
Others,Do we want to have a constant learning rate or we better change it throughout training? è,"Generally, it is recommended to start learning rate with relatively high value and then gradually decrease learning rate so the model does not overshoot the minima and at the same time we don't want to start with very low learning rate as the model will take too long to converge. There are many available techniques to do decay the learning rate. For example, in PyTorch you can use
a function called **StepLR** which decays the learning rate of each parameter by value **gamma**-which we have to pass through argument- after n number of epoch which you can also set through function argument named **epoch_size**.",Intermediate
Others,How do we decide when to stop training a neural net?,Simply stop training when the validation error is the minimum.,Intermediate
Others,What is model checkpointing? è,Saving the weights learned by a model mid training for long running processes is known as model checkpointing so that you can resume your training from a certain checkpoint.,Beginner
Others,Can you tell us how you approach the model training process? è,Answer here,Intermediate
Others,How we can use neural nets for computer vision? è,Neural nets used in the area of computer vision are generally Convolutional Neural Networks(CNN's). You can learn about convolutions below. It appears that convolutions are quite powerful when it comes to working with images and videos due to their ability to extract and learn complex features. Thus CNN's are a go-to method for any problem in computer vision.,Intermediate
Others,What a convolutional layer? è,"The idea of the convolutional layer is the assumption that the information needed for making a decision often is spatially close and thus, it only takes the weighted sum over nearby inputs. It also assumes that the networks kernels can be reused for all nodes, hence the number of weights can be drastically reduced. To counteract only one feature being learnt per layer, multiple kernels are applied to the input which creates parallel channels in the output. Consecutive layers can also be stacked to allow the network to find more high-level features.",Beginner
Others,Why do we actually need convolutions? Cant we use fully-connected layers for that? è,"A fully-connected layer needs one weight per inter-layer connection, which means the number of weights which needs to be computed quickly balloons as the number of layers and nodes per layer is increased.",Intermediate
Others,What pooling in CNN? Why do we need it? è,"Pooling is a technique to downsample the feature map. It allows layers which receive relatively undistorted versions of the input to learn low level features such as lines, while layers deeper in the model can learn more abstract features such as texture.",Intermediate
Others,How does max pooling work? Are there other pooling techniques? è,"Max pooling is a technique where the maximum value of a receptive field is passed on in the next feature map. The most commonly used receptive field is 2 x 2 with a stride of 2, which means the feature map is downsampled from N x N to N/2 x N/2. Receptive fields larger than 3 x 3 are rarely employed as too much information is lost. 

Other pooling techniques include:

* Average pooling, the output is the average value of the receptive field.
* Min pooling, the output is the minimum value of the receptive field.
* Global pooling, where the receptive field is set to be equal to the input size, this means the output is equal to a scalar and can be used to reduce the dimensionality of the feature map.",Intermediate
Others,Are CNNs resistant to rotations? What happens to the predictions of a CNN if an image is rotated?,"CNNs are not resistant to rotation by design. However, we can make our models resistant by augmenting our datasets with different rotations of the raw data. The predictions of a CNN will change if an image is rotated and we did not augment our dataset accordingly. A demonstration of this occurence can be seen in [this video](https://www.youtube.com/watch?v=VO1bQo4PXV4), where a CNN changes its predicted class between a duck and a rabbit based on the rotation of the image.",Intermediate
Others,What are augmentations? Why do we need them?,"Augmentations are an artifical way of expanding the existing datasets by performing some transformations, color shifts or many other things on the data. It helps in diversifying the data and even increasing the data when there is scarcity of data for a model to train on.",Beginner
Others,What kind of augmentations do you know?,"There are many kinds of augmentations which can be used according to the type of data you are working on some of which are geometric and numerical transformation, PCA, cropping, padding, shifting, noise injection etc.",Beginner
Others,How to choose which augmentations to use? è,"Augmentations really depend on the type of output classes and the features you want your model to learn. For eg. if you have mostly properly illuminated images in your dataset and want your model to predict poorly illuminated images too, you can apply channel shifting on your data and include the resultant images in your dataset for better results.",Beginner
Machine Learning,What kind of CNN architectures for classification do you know?,"Image Classification
* Inception v3
* Xception 
* DenseNet
* AlexNet
* VGG16
* ResNet
* SqueezeNet
* EfficientNet
* MobileNet

The last three are designed so they use smaller number of parameters which is helpful for edge AI.",Intermediate
Others,What is transfer learning? How does it work? è,"Given a source domain D_S and learning task T_S, a target domain D_T and learning task T_T, transfer learning aims to help improve the learning of the target predictive function f_T in D_T using the knowledge in D_S and T_S, where D_S ¢Ç¨∞† D_T,or T_S ¢Ç¨∞† T_T. In other words, transfer learning enables to reuse knowledge coming from other domains or learning tasks.

In the context of CNNs, we can use networks that were pre-trained on popular datasets such as ImageNet. We then can use the weights of the layers that learn to represent features and combine them with a new set of layers that learns to map the feature representations to the given classes. Two popular strategies are either to freeze the layers that learn the feature representations completely, or to give them a smaller learning rate.",Beginner
System Design,What is object detection? Do you know any architectures for that?,"Object detection is finding Bounding Boxes around objects in an image. 
Architectures :
YOLO, Faster RCNN, Center Net",Intermediate
System Design,What is object segmentation? Do you know any architectures for that?,"Object Segmentation is predicting masks. It does not differentiate objects. 
Architectures :
Mask RCNN, UNet",Intermediate
Machine Learning,How can we use machine learning for text classification? è,"Machine learning classification algorithms predict a class based on a numerical feature representation. This means that in order to use machine learning for text classification, we need to extract numerical features from our text data first before we can apply machine learning algorithms. Common approaches to extract numerical features from text data are bag of words, N-grams or word embeddings.",Intermediate
Machine Learning,What is bag of words? How we can use it for text classification? è,"Bag of Words is a representation of text that describes the occurrence of words within a document. The order or structure of the words is not considered. For text classification, we look at the histogram of the words within the text and consider each word count as a feature.",Intermediate
Others,What are the advantages and disadvantages of bag of words? è,"Advantages:
1. Simple to understand and implement.

Disadvantages:
1. The vocabulary requires careful design, most specifically in order to manage the size, which impacts the sparsity of the document representations.
2. Sparse representations are Advanceder to model both for computational reasons (space and time complexity) and also for information reasons
3. Discarding word order ignores the context, and in turn meaning of words in the document. Context and meaning can offer a lot to the model, that if modeled could tell the difference between the same words differently arranged (¢Äö¨√ÖÄúthis is interesting¢Äö¨ù vs ¢Äö¨√ÖÄúis this interesting¢Äö¨ù), synonyms (¢Äö¨√ÖÄúold bike¢Äö¨ù vs ¢Äö¨√ÖÄúused bike¢Äö¨ù).",Intermediate
Others,What are N-grams? How can we use them? è,The function to tokenize into consecutive sequences of words is called n-grams. It can be used to find out N most co-occurring words (how often word X is followed by word Y) in a given sentence.,Beginner
Others,How large should be N for our bag of words when using N-grams? è,Answer here,Intermediate
Machine Learning,What is TF-IDF? How is it useful for text classification? è,"Term Frequency (TF) is a scoring of the frequency of the word in the current document. Inverse Document Frequency(IDF) is a scoring of how rare the word is across documents. It is used in scenario where highly recurring words may not contain as much informational content as the domain specific words. For example, words like ¢Äö¨√ÖÄúthe¢Äö¨ù that are frequent across all documents therefore need to be less weighted. The TF-IDF score highlights words that are distinct (contain useful information) in a given document.",Intermediate
Machine Learning,Which model would you use for text classification with bag of words features? è,"1. Bag Of Words model
2. Word2Vec Embeddings
3. fastText Embeddings
4. Convolutional Neural Networks (CNN)
5. Long Short-Term Memory (LSTM)
6. Bidirectional Encoder Representations from Transformers (BERT)",Intermediate
DSA,Would you prefer gradient boosting trees model or logistic regression when doing text classification with bag of words? è,Usually logistic regression is better because bag of words creates a matrix with large number of columns. For a huge number of columns logistic regression is usually faster than gradient boosting trees.,Intermediate
Others,What are word embeddings? Why are they useful? Do you know Word2Vec? è,"Word Embeddings are vector representations for words. Each word is mapped to one vector, this vector tries to capture some characteristics of the word, allowing similar words to have similar vector representations.  
Word Embeddings helps in capturing the inter-word semantics and represents it in real-valued vectors.",Intermediate
Others,Do you know any other ways to get word embeddings?,#NAME?,Intermediate
Others,"If you have a sentence with multiple words, you may need to combine multiple word embeddings into one. How would you do it? è","Approaches ranked from simple to more complex:

1. Take an average over all words
2. Take a weighted average over all words. Weighting can be done by inverse document frequency (idf part of tf-idf).
3. Use ML model like LSTM or Transformer.",Advanced
DSA,Would you prefer gradient boosting trees model or logistic regression when doing text classification with embeddings? è,Answer here,Intermediate
Machine Learning,How can you use neural nets for text classification?,Answer here,Beginner
Machine Learning,How can we use CNN for text classification?,Answer here,Beginner
Machine Learning,What is unsupervised learning?,Unsupervised learning aims to detect patterns in data where no labels are given.,Beginner
Others,What is clustering? When do we need it?,Clustering algorithms group objects such that similar feature points are put into the same groups (clusters) and dissimilar feature points are put into different clusters.,Beginner
Others,Do you know how K-means works? è,"1. Partition points into k subsets.
2. Compute the seed points as the new centroids of the clusters of the current partitioning.
3. Assign each point to the cluster with the nearest seed point.
4. Go back to step 2 or stop when the assignment does not change.",Beginner
Others,How to select K for K-means? è,"* Domain knowledge, i.e. an expert knows the value of k
* Elbow method: compute the clusters for different values of k, for each k, calculate the total within-cluster sum of square, plot the sum according to the number of clusters and use the band as the number of clusters.
* Average silhouette method: compute the clusters for different values of k, for each k, calculate the average silhouette of observations, plot the silhouette according to the number of clusters and select the maximum as the number of clusters.",Beginner
DSA,What are the other clustering algorithms do you know? è,"* k-medoids: Takes the most central point instead of the mean value as the center of the cluster. This makes it more robust to noise.
* Agglomerative Hierarchical Clustering (AHC): hierarchical clusters combining the nearest clusters starting with each point as its own cluster.
* DIvisive ANAlysis Clustering (DIANA): hierarchical clustering starting with one cluster containing all points and splitting the clusters until each point describes its own cluster.
* Density-Based Spatial Clustering of Applications with Noise (DBSCAN): Cluster defined as maximum set of density-connected points.",Intermediate
Others,Do you know how DBScan works? è,"* Two input parameters epsilon (neighborhood radius) and minPts (minimum number of points in an epsilon-neighborhood)
* Cluster defined as maximum set of density-connected points.
* Points p_j and p_i are density-connected w.r.t. epsilon and minPts if there is a point o such that both, i and j are density-reachable from o w.r.t. epsilon and minPts.
* p_j is density-reachable from p_i w.r.t. epsilon, minPts if there is a chain of points p_i -> p_i+1 -> p_i+x = p_j such that p_i+x is directly density-reachable from p_i+x-1.
* p_j is a directly density-reachable point of the neighborhood of p_i if dist(p_i,p_j) <= epsilon.",Beginner
Others,When would you choose K-means and when DBScan? è,"* DBScan is more robust to noise.
* DBScan is better when the amount of clusters is difficult to guess.
* K-means has a lower complexity, i.e. it will be much faster, especially with a larger amount of points.",Beginner
Others,What is the curse of dimensionality? Why do we care about it? è,"Data in only one dimension is relatively tightly packed. Adding a dimension stretches the points across that dimension, pushing them further apart. Additional dimensions spread the data even further making high dimensional data extremely sparse. We care about it, because it is difficult to use machine learning in sparse spaces.",Intermediate
Others,Do you know any dimensionality reduction techniques? è,"* Singular Value Decomposition (SVD)
* Principal Component Analysis (PCA)
* Linear Discriminant Analysis (LDA)
* T-distributed Stochastic Neighbor Embedding (t-SNE)
* Autoencoders
* Fourier and Wavelet Transforms",Beginner
Machine Learning,What singular value decomposition? How is it typically used for machine learning? è,"* Singular Value Decomposition (SVD) is a general matrix decomposition method that factors a matrix X into three matrices L (left singular values), ≈Ω£ (diagonal matrix) and R^T (right singular values).
* For machine learning, Principal Component Analysis (PCA) is typically used. It is a special type of SVD where the singular values correspond to the eigenvectors and the values of the diagonal matrix are the squares of the eigenvalues. We use these features as they are statistically descriptive.
* Having calculated the eigenvectors and eigenvalues, we can use the Kaiser-Guttman criterion, a scree plot or the proportion of explained variance to determine the principal components (i.e. the final dimensionality) that are useful for dimensionality reduction.",Intermediate
Others,What is the ranking problem? Which models can you use to solve them? è,Answer here,Intermediate
Machine Learning,What are good unsupervised baselines for text information retrieval? è,Answer here,Intermediate
DSA,How would you evaluate your ranking algorithms? Which offline metrics would you use? è,Answer here,Intermediate
Others,What is precision and recall at k? è,"Precision at k and recall at k are evaluation metrics for ranking algorithms. Precision at k shows the share of relevant items in the first *k* results of the ranking algorithm. And Recall at k indicates the share of relevant items returned in top *k* results out of all correct answers for a given query.

Example:
For a search query ""Car"" there are 3 relevant products in your shop. Your search algorithm returns 2 of those relevant products in the first 5 search results.
Precision at 5 = # num of relevant products in search result / k = 2/5 = 40%
Recall at 5 = # num of relevant products in search result / # num of all relevant products = 2/3 = 66.6%",Beginner
Others,What is mean average precision at k? è,Answer here,Beginner
DSA,How can we use machine learning for search? è,Answer here,Beginner
DSA,How can we get training data for our ranking algorithms? è,Answer here,Intermediate
DSA,Can we formulate the search problem as a classification problem? How? è,Answer here,Intermediate
DSA,How can we use clicks data as the training data for ranking algorithms?,Answer here,Intermediate
DSA,Do you know how to use gradient boosting trees for ranking?,Answer here,Intermediate
DSA,How do you do an online evaluation of a new ranking algorithm? è,Answer here,Intermediate
Others,What is a recommender system?,Recommender systems are software tools and techniques that provide suggestions for items that are most likely of interest to a particular user.,Beginner
Others,What are good baselines when building a recommender system? è,"* A good recommer system should give relevant and personalized information.
* It should not recommend items the user knows well or finds easily.
* It should make diverse suggestions.
* A user should explore new items.",Intermediate
